Trading name,Industry (ANZSIC4) description,Longitude,Latitude
Bodhi Yoga Centre ,Sports and Physical Recreation Instruction,144.9686606,-37.81330845
Ligeti Partners,Legal Services,144.9604697,-37.81352285
Michel's Patisserie Melbourne Central,Takeaway Food Services,144.9630189,-37.81073331
Real Connection Melbourne,Real Estate Services ,144.95927759999998,-37.81067976
Webjet,Travel Agency and Tour Arrangement Services,144.9793624,-37.8441033
Black Cat on Lygon,Cafes and Restaurants,144.9659498,-37.80467681
Chiko Chips,Takeaway Food Services,144.9523393,-37.81815358
Linklearn Australia,Technical and Vocational Education and Training,144.9767624,-37.8373358
Telstra,Wired Telecommunications Network Operation,144.9530004,-37.80393515
MCI Lawyers & Consultants,Legal Services,144.957088,-37.81686865
Open Channel,"Adult, Community and Other Education n.e.c.",144.935732,-37.81406867
Ashley & Martin,Specialist Medical Services,144.97143469999997,-37.81471553
Ling Nam Chinese Restaurant,Cafes and Restaurants,144.96654080000002,-37.81199247
Silverpond Pty Ltd,Computer System Design and Related Services,144.9619481,-37.81556036
Felicci's,Cafes and Restaurants,144.920988,-37.82600955
Solah,Cafes and Restaurants,144.9799791,-37.80919457
TDK Civil ,Other Heavy and Civil Engineering Construction,144.9187862,-37.82221049
Pepperstone Group Limited,Other Auxiliary Finance and Investment Services,144.95683480000002,-37.81767359
Subway,Cafes and Restaurants,144.9603119,-37.816999100000004
Nightingale Communications,Management Advice and Other Consulting Services,144.9626388,-37.81528248
FD Ugg Australia,Footwear Retailing,144.9667497,-37.81121756
Chinese Church of Christ,Religious Services,144.9639914,-37.80434402
Vacant,Vacant Space,144.94344230000002,-37.80162397
Wayfaring,Employment Placement and Recruitment Services,144.957088,-37.81686865
Melbourne Outrigger Canoe Club,Sports and Physical Recreation Clubs and Sports Professionals,144.938876,-37.82034076
Nutrition Darling Pty Ltd,Catering Services,144.90502130000002,-37.82653298
Lady Petrova ,Women's Clothing Retailing,144.9667041,-37.81674222
Beyond Internet Cafe,Amusement Parks and Centres Operation,144.966904,-37.80951668
Tab,Other Gambling Activities,144.9722399,-37.81514512
Vacant,Vacant Space,144.96147240000002,-37.81124935
Jolimont Capital,Financial Asset Investing,144.9701585,-37.81573536
City of Melbourne,Parking Services,144.9666907,-37.79767459
Unisys,Computer System Design and Related Services,144.9624375,-37.81798973
Elly Lukas,"Adult, Community and Other Education n.e.c.",144.96252990000002,-37.81819275
Colliers International,Real Estate Services ,144.9624418,-37.81728432
Chick-In,Cafes and Restaurants,144.95435049999998,-37.81867544
Avant Garade Financial Services,Other Auxiliary Finance and Investment Services,144.9606804,-37.81402844
FM Global,General Insurance,144.9561073,-37.81571393
NBN Co Limited,Internet Service Providers and Web Search Portals,144.96206130000002,-37.81084464
Victorian Cardiovascular Services Pty Ltd,Specialist Medical Services,144.957551,-37.818662599999996
Bendelta,Management Advice and Other Consulting Services,144.96270980000003,-37.81858716
Vacant,Vacant Space,144.9303643,-37.79956857
Gelatoria On the Docks,Takeaway Food Services,144.93782990000003,-37.81315031
Vacant (Shop 19),Vacant Space,144.96222969999997,-37.81512975
Orchid Chinese Massage Therapy,Hairdressing and Beauty Services,144.9602261,-37.8126135
Complete Conveyancing & Corporate Services,Legal Services,144.9253775,-37.82304058
Alliance Catering CPA Cafe,Cafes and Restaurants,144.9622689,-37.82266873
Subway,Takeaway Food Services,144.9722399,-37.81514512
Horseforce Pty Ltd,Legal Services,144.9394657,-37.788769200000004
Cafe Crema,Cafes and Restaurants,144.9635132,-37.80555235
Vacant,Vacant Space,144.9542918,-37.81497701
O'Donnell Salzano Lawyers Pty Ltd,Legal Services,144.9601878,-37.81659336
Yellow Brick Road Kensington,Other Auxiliary Finance and Investment Services,144.92956230000001,-37.79412218
Longriver,Other Residential Building Construction,144.9606804,-37.81402844
Stevens Childcare The Nanny,Child Care Services,144.96659019999998,-37.80049164
Angel Sissi,Women's Clothing Retailing,144.96687680000002,-37.81259409
Perpetual Limited,Other Auxiliary Finance and Investment Services,144.9621844,-37.81615528
Vacant,Vacant Space,144.9624215,-37.80924597
Melbourne Centrepoint Management,Real Estate Services ,144.9652357,-37.8142367
RMIT University (City Campus) ,Higher Education,144.9645504,-37.80818365
Metro Trains,Rail Passenger Transport,144.9508705,-37.81949297
Strategy One Human Resources,Employment Placement and Recruitment Services,144.93584180000002,-37.791456200000006
The Text Publishing Company,Book Publishing,144.95996530000002,-37.81877654
Wilmoth Field & Warne,Legal Services,144.96268899999998,-37.81601764
Corpus Christi College Accommodation,Accommodation,144.96887790000002,-37.80256875
Romano's Coffee,Cafes and Restaurants,144.957018,-37.81647428
Linear,Other Auxiliary Finance and Investment Services,144.95722990000002,-37.82088351
Eye Services Parkville Pty Ltd,Specialist Medical Services,144.95019140000002,-37.79382016
All Smiles,Catering Services,144.9414051,-37.815341100000005
Chiodo Madafferi,Legal Services,144.950636,-37.80401532
Rooprani Herbal Salon,Hairdressing and Beauty Services,144.9735468,-37.81304887
Diamond Ring International,Jewellery and Silverware Manufacturing,144.9663304,-37.81584476
Reader's Feast,Non-Store Retailing,144.9578132,-37.81636534
Da Bruno Ristorante Pizza,Cafes and Restaurants,144.98430249999998,-37.81583642
The Essoign Club,Clubs (Hospitality),144.9571446,-37.81427718
Nine West,Women's Footwear Retailing,144.9630189,-37.81073331
E-Utility,Management Advice and Other Consulting Services,144.94019939999998,-37.81427742
Kensington Pizza ,Cafes and Restaurants,144.93010990000002,-37.79467114
Collins Kitchen,Cafes and Restaurants,144.9698467,-37.81516811
Aussie Promotions International,Motion Picture and Video Distribution,144.96659019999998,-37.80049164
Vacant,Vacant Space,144.95358290000001,-37.7996914
Fila,Clothing Retailing,144.951187,-37.81501701
Vacant (Shop 4),Vacant Space,144.96222969999997,-37.81512975
Triple S of South Melbourne,Other Automotive Repair and Maintenance,144.9566048,-37.82642548
The George Powlett Apartments,Accommodation,144.9857456,-37.81550305
Peter MacCallum Apartments,Accommodation,144.9773405,-37.81154319
The Victoria Hotel Melbourne,Accommodation,144.96752969999997,-37.81434123
Pizze Societe,Takeaway Food Services,144.9412743,-37.82354216
Royal Mail Hotel On Spencer,"Pubs, Taverns and Bars",144.9482732,-37.80844822
Katsaros And Associates,Other Personal Services n.e.c.,144.9611919,-37.8153709
Aussie Hoist Pty Ltd,Heavy Machinery and Scaffolding Rental and Hiring,144.9186119,-37.79780703
Mars Leathers,Sport and Camping Equipment Retailing,144.9614202,-37.81113005
Vacant,Vacant Space,144.9555039,-37.81708323
Sea Pier,Takeaway Food Services,144.9603936,-37.81210735
The Premises Espresso,Cafes and Restaurants,144.93017690000002,-37.79426147
Affiliated Finance and Property,Other Auxiliary Finance and Investment Services,144.96760940000001,-37.80395156
JPA Financial Modelling,Other Auxiliary Finance and Investment Services,144.9685429,-37.81663851
Omniscent Australia ,Computer System Design and Related Services,144.957088,-37.81686865
Bliss Media Pty Ltd,Computer System Design and Related Services,144.9449612,-37.81396231
Max Therapy,Other Allied Health Services,144.9662623,-37.82066923
R M Pianta Pty Ltd / Greg Varigos,Specialist Medical Services,144.9841619,-37.81229599
Vinci Carbone Property,Real Estate Services ,144.9700079,-37.81423688
The Ausimm,Business and Professional Association Services,144.9671425,-37.80218841
GTA Consultants,Other Transport Support Services n.e.c.,144.9726281,-37.81430616
Matthews Pegg Consulting,Management Advice and Other Consulting Services,144.96877869999997,-37.79708919
AITSL,Educational Support Services,144.95976230000002,-37.81703239
In 2 Space,Architectural Services,144.9589985,-37.80052523
Worldwide Online Printing,Printing,144.95666880000002,-37.81651427
Wittner Shoes,Women's Footwear Retailing,144.97247240000002,-37.81346244
vacant,Vacant Space,144.94268300000002,-37.8057287
Paragon Funds Management Ltd,Other Auxiliary Finance and Investment Services,144.9707087,-37.81358646
Speck Cafe,Cafes and Restaurants,144.95975430000001,-37.81355361
Calmatronics Pty Ltd,Other Electrical and Electronic Goods Retailing,144.95467480000002,-37.80598889
Fox Sports,Cable and Other Subscription Broadcasting,144.9684642,-37.83018651
Vacant,Vacant Space,144.95555290000001,-37.81677365
Vacant,Vacant Space,144.95555290000001,-37.81677365
Vacant,Vacant Space,144.95555290000001,-37.81677365
Vacant,Vacant Space,144.95555290000001,-37.81677365
Vacant,Vacant Space,144.95555290000001,-37.81677365
CenITex,State Government Administration,144.9707087,-37.81358646
Vacant,Vacant Space,144.9662961,-37.83070462
Sapphire Essence,Hairdressing and Beauty Services,144.9479753,-37.81925128
Southbank Library at Boyd,Libraries and Archives,144.9612867,-37.82576299
Disability Discrimination Legal Service Inc,Other Interest Group Services n.e.c.,144.9661707,-37.81699341
Australian Workers Union,Labour Association Services,144.9437773,-37.80608618
City Mart,Supermarket and Grocery Stores,144.9601828,-37.80671508
Confidente Hair Salon,Hairdressing and Beauty Services,144.964049,-37.81458812
Taxi Riverside,Cafes and Restaurants,144.9699175,-37.81784465
City Convenience Store,Convenience Store,144.9623886,-37.81475991
Nardella Real Estate,Real Estate Services ,144.9497293,-37.80492625
Mitchell Munn,Real Estate Services ,144.9771931,-37.83854242
E A Drew,Jewellery and Silverware Manufacturing,144.96612580000001,-37.81528474
The University of Melbourne,Higher Education,144.9612468,-37.79739836
MDM Design Associates,Other Specialised Design Services,144.9705132,-37.81567009
Supereasy Pty Ltd,Accounting Services,144.957088,-37.81686865
Room 8,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",144.967177,-37.81265943
International Organisation For Migration,Other Personal Services n.e.c.,144.9602243,-37.81467989
Karstens At CQ ,Other Administrative Services n.e.c.,144.96063669999998,-37.81581152
Vacant,Vacant Space,144.96434159999998,-37.81516192
Vacant,Vacant Space,144.96434159999998,-37.81516192
Vacant,Vacant Space,144.96434159999998,-37.81516192
Vacant,Vacant Space,144.96434159999998,-37.81516192
Predictivehire,Computer System Design and Related Services,144.957088,-37.81686865
William Angliss Institute of TAFE,Technical and Vocational Education and Training,144.95289619999997,-37.81327283
Paul Vale - Criminal Law,Legal Services,144.9553812,-37.81402681
Kingpin Bowling Crown / Playtime,Amusement Parks and Centres Operation,144.95834319999997,-37.82559096
Travellers Aid Australia,Other Social Assistance Services,144.9654659,-37.81866105
Sex Life Therapy,Other Allied Health Services,144.98401909999998,-37.80946713
Vacant,Vacant Space,144.95052280000002,-37.80458647
Arena Reit Limited,Real Estate Services ,144.9715746,-37.81501535
Illation Pty Ltd ,Management Advice and Other Consulting Services,144.96268899999998,-37.81601764
Wendy Brooks Consulting,Management Advice and Other Consulting Services,144.9651564,-37.81625269
vacant,Vacant Space,144.9674021,-37.80400171
vacant,Vacant Space,144.9674021,-37.80400171
Department of Human Services,State Government Administration,144.96405359999997,-37.80317285
Kodo Hair,Hairdressing and Beauty Services,144.96126230000002,-37.81339488
Lawport Property Group,Real Estate Services ,144.93902690000002,-37.81517782
Flinders Station Gifts,Newspaper and Book Retailing,144.9660774,-37.81786688
Department of Premier and Cabinet,State Government Administration,144.9755868,-37.81264492
Newland Migration Law Services Pty Ltd,Legal Services,144.9549149,-37.80598197
Dungeon of Magic,Other Store-Based Retailing n.e.c.,144.964049,-37.81458812
Ash Brothers Seafoods,Fish and Seafood Wholesaling,144.9193186,-37.79957121
SGS Hart Aviation,Scientific Research Services,144.96795690000002,-37.79983347
Jacobs Group,Engineering Design and Engineering Consulting Services,144.95860119999998,-37.81946849
Noble Lawyers,Legal Services,144.95998569999998,-37.81452036
Wave Digital,Computer System Design and Related Services,144.9542639,-37.80421485
Mantra On The Park - (Tourist Hotel),Accommodation,144.9680267,-37.8078604
Karen Woodbury Gallery,Other Store-Based Retailing n.e.c.,144.9688281,-37.81614299
Yozy,Takeaway Food Services,144.9320333,-37.80306627
Ripcurl,Clothing Retailing,144.93782990000003,-37.81315031
Shinsei Fish & Sushi Bar ,Cafes and Restaurants,144.94345990000002,-37.82044558
Lt Osteria,Cafes and Restaurants,144.9573923,-37.81531863
Beyond Numbers Group,Accounting Services,144.9712561,-37.81268978
AMDOCS ,Other Telecommunications Services,144.95666880000002,-37.81651427
Subway,Takeaway Food Services,144.9523782,-37.82539976
Transfleet Transport Pty Ltd,Road Freight Transport,144.90254199999998,-37.830749700000005
Urban Express,Cafes and Restaurants,144.9687553,-37.81543178
Casa Del Gelato,Takeaway Food Services,144.96641069999998,-37.80186402
Teska & Carson,Real Estate Services ,144.96147150000002,-37.81501588
Dimicho Pty Ltd,Computer System Design and Related Services,144.9449612,-37.81396231
Strategic Financial Group Australia,Other Auxiliary Finance and Investment Services,144.95996530000002,-37.81877654
Massi,Cafes and Restaurants,144.95999650000002,-37.81679183
Consulate Of The Republic Of Mozambique ,Foreign Government Representation,144.97247240000002,-37.81346244
Southgate News & Lotto,Newspaper and Book Retailing,144.9662623,-37.82066923
Crescent Beauty,Hairdressing and Beauty Services,144.968248,-37.81251216
Reputex,Management Advice and Other Consulting Services,144.96008590000002,-37.81638558
Vacant,Vacant Space,144.9220976,-37.79168167
Beulah Land International,Management Advice and Other Consulting Services,144.9620054,-37.81714399
Victorian Auto Services,Automotive Electrical Services,144.94500369999997,-37.80647385
F.R.E. Dawson & Son,Legal Services,144.9583339,-37.81753764
Carlton Curry House,Cafes and Restaurants,144.9666993,-37.80443778
The Maharani Collection,Watch and Jewellery Retailing,144.93782990000003,-37.81315031
Go Learn Australia,Technical and Vocational Education and Training,144.9626303,-37.81841106
Kadampa Meditation Centre Australia,Other Allied Health Services,144.9611919,-37.8153709
Melbourne North Medical Clinic,Specialist Medical Services,144.9580259,-37.80418791
Mr Greg Barber ,State Government Administration,144.96074,-37.80489529
Dean's Souvenirs Australiana,Other Store-Based Retailing n.e.c.,144.9657741,-37.81449441
2 Future Education,Other Personal Services n.e.c.,144.9673697,-37.8105674
DBC Center Pty Ltd,Other Specialised Design Services,144.9146074,-37.8009668
Merchant Osteria Veneta,Cafes and Restaurants,144.9581185,-37.81853877
Stranger than Paradise Gifts,Other Store-Based Retailing n.e.c.,144.9493927,-37.80255385
District,Furniture Retailing,144.96998080000003,-37.81618166
Whitehouse Institute of Design Australia,Technical and Vocational Education and Training,144.95359019999998,-37.81663038
Snap Printing ,Printing,144.94414469999998,-37.82029136
Wise Employment,Employment Placement and Recruitment Services,144.94743569999997,-37.80457918
The Luminus Collective Pty Ltd,Other Specialised Design Services,144.9617626,-37.81212877
New Shanghai,Cafes and Restaurants,144.9638386,-37.81245199
Vacant,Vacant Space,144.97138080000002,-37.81156933
Handknitters Guild Inc,Other Interest Group Services n.e.c.,144.9661707,-37.81699341
Bourke Place Shoe Repairs,Clothing and Footwear Repair,144.9561073,-37.81571393
Karla Dawes Press Office,Management Advice and Other Consulting Services,144.9712095,-37.81138377
Drummond Street Consulting Rooms,Other Allied Health Services,144.96768830000002,-37.80251014
Corporate Executive Offices,Real Estate Services ,144.9601101,-37.81596878
Australian Competition & Consumer Commission,Central Government Administration,144.96206130000002,-37.81084464
Good Skin Care By Psoriasis & Skin Clinic,Specialist Medical Services,144.9793123,-37.84459479
Melbourne City Dermatology,Specialist Medical Services,144.97270830000002,-37.81342593
International House College,Accommodation,144.958117,-37.78859465
Saffs Unisex Hairdressing,Hairdressing and Beauty Services,144.9665517,-37.81724878
Crush Fine Wines,Commission-Based Wholesaling,144.9052161,-37.82483593
Distal Phalanx,Clothing Retailing,144.9667041,-37.81674222
S & W Consuling Group Pty Ltd,Other Personal Services n.e.c.,144.96258669999997,-37.8162988
Terre A Mer,Hairdressing and Beauty Services,144.9601878,-37.81659336
Technium,Computer System Design and Related Services,144.9569485,-37.81975559
Bensons Property Group Pty Ltd,Other Residential Building Construction,144.9624418,-37.81728432
Mellow's Restaurant and Bar,Cafes and Restaurants,144.9665747,-37.80530329
Apex Development,Other Personal Services n.e.c.,144.957088,-37.81686865
HiHou,"Pubs, Taverns and Bars",144.97410190000002,-37.81454561
Cafe On Bourke,Cafes and Restaurants,144.971689,-37.81137728
BUPA Medical Visa Services,Other Health Care Services n.e.c.,144.9502584,-37.81864992
Ryder Commercial,Real Estate Services ,144.9592377,-37.81024912
Interpark Australia,Parking Services,144.9693797,-37.81398457
ABA Partners,Accounting Services,144.9524946,-37.80868134
Souperman,Cafes and Restaurants,144.9632938,-37.81554941
Neil Prieto Photography,Professional Photographic Services,144.934407,-37.79251212
Vacant,Vacant Space,144.9617229,-37.82300595
Dr Abraham R Rubinfeld/Mr Phillip Antippa,Specialist Medical Services,144.9559628,-37.79854141
East Bar & Restaurant,Cafes and Restaurants,144.9727065,-37.81290511
A To Z Manufacturing Jewellers,Jewellery and Silverware Manufacturing,144.9728919,-37.81330535
Linkedin Australia Pty Limited,Computer System Design and Related Services,144.9662623,-37.82066923
Organi,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing",144.9630189,-37.81073331
Tobacco Station Victoria Market,Other Store-Based Retailing n.e.c.,144.95546090000002,-37.80700548
Vacant,Vacant Space,144.9279041,-37.81571455
Bowen Timber,Timber Wholesaling,144.9405563,-37.79747143
Daisy Fields Hair,Hairdressing and Beauty Services,144.94942980000002,-37.80271587
Market Espresso & Trolley Hire,Cafes and Restaurants,144.95723950000001,-37.80745984
Vacant (Shop 25),Vacant Space,144.96222969999997,-37.81512975
Microwaveman,Domestic Appliance Repair and Maintenance,144.9434187,-37.79857764
Melbourne Festival,Other Administrative Services n.e.c.,144.9699175,-37.81784465
The Bank of Tokyo - Mitsubishi UFJ,Banking,144.9561073,-37.81571393
Off Ya Tree,Other Store-Based Retailing n.e.c.,144.9647365,-37.81230108
Nizams Indian Restaurant,Cafes and Restaurants,144.9487135,-37.80474738
Crown Jewellers & Watchmakers,Watch and Jewellery Retailing,144.9641977,-37.81712079
Productive Gym @ Rialto,Health and Fitness Centres and Gymnasia Operation,144.957551,-37.818662599999996
Concursive Corporation,Computer System Design and Related Services,144.96268899999998,-37.81601764
Lonsdale IGA Express ,Supermarket and Grocery Stores,144.97114960000002,-37.80996122
Rodd & Gunn,Clothing Retailing,144.9648999,-37.81536587
Eightcap,Other Auxiliary Finance and Investment Services,144.96258669999997,-37.8162988
Cambridge Psychological Services Pty Ltd,Other Allied Health Services,144.9560169,-37.8134766
Trinity College,Higher Education,144.95746699999998,-37.79607611
Sen's Body & Mind,Other Allied Health Services,144.9630189,-37.81073331
Weir Minerals Australia,Other Specialised Industrial Machinery and Equipment Wholesaling,144.97372009999998,-37.81372701
Vacant,Vacant Space,144.95861430000002,-37.80328692
Asian Pacific Group Pty Ltd,Non-Residential Building Construction,144.9662961,-37.83070462
Mercy Hospital Parking,Parking Services,144.98515830000002,-37.81142373
Manpower Express,Employment Placement and Recruitment Services,144.97070730000002,-37.82912559
Bangkok Salon Studio,Hairdressing and Beauty Services,144.9516898,-37.80566828
Northbanc Cafe,Cafes and Restaurants,144.95722990000002,-37.82088351
Superb City Cuts,Hairdressing and Beauty Services,144.9622831,-37.81321386
Drummond Study Centre ,"Adult, Community and Other Education n.e.c.",144.9689855,-37.79909234
WGC Business Advisors Pty Ltd,Management Advice and Other Consulting Services,144.9711755,-37.81257803
Vacant,Vacant Space,144.93258219999998,-37.79532867
CKI Group,Computer System Design and Related Services,144.9554244,-37.81836574
Hancock Victoria Plantations Australia,Forestry,144.9536422,-37.82253633
La Petite Creperie,Takeaway Food Services,144.9658102,-37.81472467
Clayray Dental Radiology,Specialist Medical Services,144.97270830000002,-37.81342593
Leonardo Consulting,Management Advice and Other Consulting Services,144.96281159999998,-37.81581721
Sira Group Pty Ltd,Other Auxiliary Finance and Investment Services,144.957088,-37.81686865
Careers Australia,Technical and Vocational Education and Training,144.9681433,-37.81673488
Cursio Group,Other Auxiliary Finance and Investment Services,144.9710862,-37.79578979
RMIT Training Pty Ltd,Higher Education,144.96659780000002,-37.81376503
Fixspot,Electronic (except Domestic Appliance) and Precision Equipment Repair and Maint,144.957088,-37.81686865
Australian Jumping Racing Association,Horse and Dog Racing Administration and Track Operation,144.9168903,-37.78417751
Tramp Bar,"Pubs, Taverns and Bars",144.9577148,-37.81977635
Leo's Way Auto Repairs,Other Automotive Repair and Maintenance,144.9527176,-37.80413261
Crinitis Southern Italian Cuisine,Cafes and Restaurants,144.9678378,-37.79850638
Kidman Resources,Mineral Exploration,144.9735719,-37.81424291
Logie Smith Lanyon,Legal Services,144.95666880000002,-37.81651427
KFC,Cafes and Restaurants,144.918605,-37.831048700000004
Doogue And O'Brien ,Legal Services,144.95975430000001,-37.81355361
Rip Curl,Clothing Retailing,144.9638386,-37.81245199
Pan-Tribal Asset Management Pty Ltd,Financial Asset Investing,144.97372009999998,-37.81372701
The Three Seas Psychology Group,Other Allied Health Services,144.9612988,-37.81565401
Melbourne Dental X-Ray,Pathology and Diagnostic Imaging Services,144.9634142,-37.80087264
Randy Dragon,"Pubs, Taverns and Bars",144.9638507,-37.81763918
Jo Mercer,Women's Footwear Retailing,144.9523782,-37.82539976
Department of Education & Early Childhood Development,State Government Administration,144.9755868,-37.81264492
10 Collective pty ltd,Management Advice and Other Consulting Services,144.96268899999998,-37.81601764
Sartori Freeman Chartered Acountants,Accounting Services,144.96028909999998,-37.81485954
EMR Capital,Financial Asset Investing,144.96818100000002,-37.81419714
TNS,Market Research and Statistical Services,144.98980600000002,-37.81665756
Sushi Hut,Takeaway Food Services,144.9629844,-37.81570426
NDL Realty,Real Estate Services ,144.9423118,-37.81341856
ITS Global,Management Advice and Other Consulting Services,144.9624375,-37.81798973
Lifestyle Loans,Other Depository Financial Intermediation,144.96828680000002,-37.80482036
Vacant,Vacant Space,144.9663304,-37.81584476
Vacant,Vacant Space,144.9663304,-37.81584476
Vacant,Vacant Space,144.9663304,-37.81584476
Vacant,Vacant Space,144.9663304,-37.81584476
Vacant,Vacant Space,144.9663304,-37.81584476
Vacant,Vacant Space,144.9663304,-37.81584476
Vacant,Vacant Space,144.9663304,-37.81584476
Vacant,Vacant Space,144.9663304,-37.81584476
Vacant,Vacant Space,144.9663304,-37.81584476
Vacant,Vacant Space,144.9663304,-37.81584476
Vacant,Vacant Space,144.9663304,-37.81584476
Auturn Accounting And Consulting Pty Ltd,Accounting Services,144.9591969,-37.81499761
Australian Red Cross Blood Service,Other Health Care Services n.e.c.,144.9624418,-37.81728432
Vacant,Vacant Space,144.9630189,-37.81073331
Vacant,Vacant Space,144.9630189,-37.81073331
Vacant,Vacant Space,144.9630189,-37.81073331
Vacant,Vacant Space,144.9630189,-37.81073331
Vacant,Vacant Space,144.9630189,-37.81073331
Vacant,Vacant Space,144.9630189,-37.81073331
Vacant,Vacant Space,144.9630189,-37.81073331
Vacant,Vacant Space,144.9630189,-37.81073331
Vacant,Vacant Space,144.9630189,-37.81073331
Vacant,Vacant Space,144.9630189,-37.81073331
Fur Hairdressing,Hairdressing and Beauty Services,144.9674304,-37.81584777
CPB Contractors,Other Heavy and Civil Engineering Construction,144.9672054,-37.83020147
Crumpler,Other Store-Based Retailing n.e.c.,144.96230559999998,-37.81349413
Bernie O'Sullivan Lawyers,Legal Services,144.968026,-37.81534394
Berkley Insurance Australia,General Insurance,144.9589224,-37.81630648
Mr Kitchen,Catering Services,144.94019939999998,-37.81427742
Constraint Technologies International Pty Ltd,Computer System Design and Related Services,144.96016200000003,-37.81320274
Commune Pitstop ,Takeaway Food Services,144.9757456,-37.81162322
Aquent Executive Search / Vitan T,Employment Placement and Recruitment Services,144.9599676,-37.81482935
Mr Bruce Robert Johnstone,Specialist Medical Services,144.9581897,-37.80055483
Fortune Abalone,Other Specialised Food Retailing,144.9672768,-37.812431200000006
The Royal Womens Hospital Andrology Department,Other Health Care Services n.e.c.,144.9649799,-37.79893423
The Ning Yang Society Of Victoria Limited,Other Interest Group Services n.e.c.,144.9664184,-37.81202818
Gopal's Vegetarian Restaurant,Cafes and Restaurants,144.9657351,-37.8144111
Mr Geoff Baker,Accommodation,144.9593469,-37.80433426
Adcorp Australia Limited,Advertising Services,144.9617626,-37.81212877
Office of Multicultural Affairs and Citizenship,State Government Administration,144.9755868,-37.81264492
Good Games,Toy and Game Retailing,144.96174919999999,-37.81276577
Vacant,Vacant Space,144.96281159999998,-37.81581721
Vacant,Vacant Space,144.96281159999998,-37.81581721
Vacant,Vacant Space,144.96281159999998,-37.81581721
Vacant,Vacant Space,144.96281159999998,-37.81581721
Vacant,Vacant Space,144.96281159999998,-37.81581721
Vacant,Vacant Space,144.96281159999998,-37.81581721
Vacant,Vacant Space,144.96281159999998,-37.81581721
Vacant,Vacant Space,144.96281159999998,-37.81581721
Vacant,Vacant Space,144.96281159999998,-37.81581721
Vacant,Vacant Space,144.96281159999998,-37.81581721
MBD Energy Limited,Engineering Design and Engineering Consulting Services,144.9865805,-37.8099197
TAB,Other Gambling Activities,144.96407050000002,-37.81684063
Anson Finance & Accounting,Accounting Services,144.957088,-37.81686865
vacant,Vacant Space,144.96604409999998,-37.80403007
Auspacific Property Investment,Real Estate Services ,144.9572629,-37.81780327
Southern Lending and Investment Services,Other Auxiliary Finance and Investment Services,144.9602243,-37.81467989
VPSU Laboratory,Specialist Medical Services,144.9841619,-37.81229599
Ways & Means Cafe,Cafes and Restaurants,144.97101469999998,-37.80814522
Victory Corporate Serviced Offices,Other Administrative Services n.e.c.,144.9726281,-37.81430616
Thyssen Krupp Industrial Solutions,Engineering Design and Engineering Consulting Services,144.94995169999999,-37.81158684
D2 LED Lighting & Design,Other Electrical and Electronic Good Wholesaling,144.9593726,-37.80283743
Macil Group,Legal Services,144.9688573,-37.81199769
Bullards Solicitors,Legal Services,144.95975430000001,-37.81355361
Greame Johnson Orthotics,Specialist Medical Services,144.95429330000002,-37.80070308
Vacant,Vacant Space,144.9630763,-37.81845149
Vacant,Vacant Space,144.9630763,-37.81845149
Vacant,Vacant Space,144.9630763,-37.81845149
Vacant,Vacant Space,144.9630763,-37.81845149
Vacant,Vacant Space,144.9630763,-37.81845149
Vacant,Vacant Space,144.9630763,-37.81845149
Vacant,Vacant Space,144.9630763,-37.81845149
Social Traders Ltd,Other Interest Group Services n.e.c.,144.9711075,-37.81240259
Treeproject ,Forestry Support Services,144.9661707,-37.81699341
Active Electrical,Other Electrical and Electronic Good Wholesaling,144.92794030000002,-37.82431225
Ryan Commercial Lawyers,Legal Services,144.9627445,-37.81786011
McFarlane Legal,Legal Services,144.95970380000003,-37.81469216
Ozmosis,Clothing Retailing,144.9657034,-37.810658000000004
ABPG Pty Ltd,Management Advice and Other Consulting Services,144.94019939999998,-37.81427742
Angela Torcasio,Legal Services,144.95556530000002,-37.81329521
SGS Economics And Planning Pty Ltd,Management Advice and Other Consulting Services,144.97049619999999,-37.81055707
My Serendipity Cafe,Cafes and Restaurants,144.982664,-37.84633593
Beyond Migration,Other Personal Services n.e.c.,144.9663304,-37.81584476
Insight Systems International Pty Ltd ,Computer System Design and Related Services,144.9662961,-37.83070462
Interpark Australia,Parking Services,144.9589392,-37.81595642
Superior Diamonds Pty Ltd,Jewellery and Watch Wholesaling,144.96612580000001,-37.81528474
Murray City Country Coast GP Training,Technical and Vocational Education and Training,144.9585626,-37.784928799999996
Rabo Bank,Banking,144.97372009999998,-37.81372701
Premier Professional Partners ,Accounting Services,144.9716565,-37.79737527
Epicure Kitchen Cafe,Cafes and Restaurants,144.98028440000002,-37.84659007
Beauty Edu,Technical and Vocational Education and Training,144.9524127,-37.81250516
Cheetham Salt Limited,Other Food Product Manufacturing n.e.c.,144.957018,-37.81647428
Decjuba,Women's Clothing Retailing,144.9630189,-37.81073331
Oxford,Men's Clothing Retailing,144.9630189,-37.81073331
Vacant,Vacant Space,144.9437881,-37.82092615
Vacant,Vacant Space,144.9437881,-37.82092615
Vacant,Vacant Space,144.9437881,-37.82092615
Vacant,Vacant Space,144.9437881,-37.82092615
Vacant,Vacant Space,144.9437881,-37.82092615
Vacant,Vacant Space,144.9437881,-37.82092615
Queensberry St Studio,Arts Education,144.9577957,-37.80416179
Applied International,Financial Asset Investing,144.9731836,-37.81260039
